"scheduleid","resourceid","operationid","shiftstart","shiftid","costtravel","costlabor","cost_regular","cost_regular_night","cost_regular_sunday","cost_regular_sunday_night","cost_overtime","cost_overtime_night","cost_overtime_sunday_night"
"1","230-53-5551","3","2013-10-05_04-00-00","1","325","0","302","0","0","0","0","0"
"1","404-84-9833","3","2013-10-05_04-00-00","1","325","0","321","0","0","0","0","0"
"1","386-15-2700","3","2013-10-05_04-00-00","1","697","0","252","0","0","0","0","0"
"1","038-28-6780","3","2013-10-05_04-00-00","1","101","0","213","0","0","0","0","0"
"1","886-89-2506","3","2013-10-05_04-00-00","1","101","0","315","0","0","0","0","0"
"1","807-02-2331","3","2013-10-05_04-00-00","1","2","0","334","0","0","0","0","0"
"1","388-25-8472","3","2013-10-05_04-00-00","1","101","0","337","0","0","0","0","0"
"1","105-57-2209","3","2013-10-05_04-00-00","1","2","0","238","0","0","0","0","0"
"1","958-68-0997","3","2013-10-05_04-00-00","1","101","0","307","0","0","0","0","0"
"1","726-03-7300","3","2013-10-05_04-00-00","1","325","0","366","0","0","0","0","0"
"1","495-73-6064","3","2013-10-05_04-00-00","1","325","0","213","0","0","0","0","0"
"1","711-39-5739","3","2013-10-05_04-00-00","1","325","0","340","0","0","0","0","0"
"1","180-37-3657","3","2013-10-05_04-00-00","1","2","0","213","0","0","0","0","0"
"1","825-84-0751","3","2013-10-05_04-00-00","1","2","0","340","0","0","0","0","0"
"1","780-54-8064","3","2013-10-05_04-00-00","1","101","0","421","0","0","0","0","0"
"1","330-46-1069","3","2013-10-05_04-00-00","1","325","0","264","0","0","0","0","0"
"1","136-48-4316","3","2013-10-05_04-00-00","1","325","0","302","0","0","0","0","0"
"1","580-11-4062","3","2013-10-05_04-00-00","1","325","0","264","0","0","0","0","0"
"1","789-19-3793","3","2013-10-05_04-00-00","1","2","0","213","0","0","0","0","0"
"1","897-37-3394","3","2013-10-05_04-00-00","1","101","0","334","0","0","0","0","0"
"1","428-36-4692","3","2013-10-05_04-00-00","1","101","0","347","0","0","0","0","0"
"1","987-01-0386","3","2013-10-05_04-00-00","1","101","0","276","0","0","0","0","0"
"1","383-51-1360","3","2013-10-05_04-00-00","1","101","0","320","0","0","0","0","0"
"1","567-25-9085","3","2013-10-05_04-00-00","1","325","0","225","0","0","0","0","0"
"1","736-24-2905","3","2013-10-05_04-00-00","1","101","0","225","0","0","0","0","0"
"1","472-82-2873","3","2013-10-05_04-00-00","1","325","0","340","0","0","0","0","0"
"1","663-63-2388","3","2013-10-05_04-00-00","1","101","0","213","0","0","0","0","0"
"1","230-21-1852","3","2013-10-05_04-00-00","1","2","0","289","0","0","0","0","0"
"1","683-74-1972","3","2013-10-05_04-00-00","1","325","0","289","0","0","0","0","0"
"1","643-23-4165","3","2013-10-05_04-00-00","1","101","0","402","0","0","0","0","0"
"1","630-06-6153","3","2013-10-05_04-00-00","1","101","0","328","0","0","0","0","0"
"1","659-31-5204","3","2013-10-05_04-00-00","1","325","0","347","0","0","0","0","0"
"1","461-47-4424","3","2013-10-05_04-00-00","1","325","0","213","0","0","0","0","0"
"1","167-97-2005","3","2013-10-05_04-00-00","1","2","0","238","0","0","0","0","0"
"1","373-27-6646","3","2013-10-05_04-00-00","1","101","0","388","0","0","0","0","0"
"1","790-89-1103","3","2013-10-05_04-00-00","1","790","0","213","0","0","0","0","0"
"1","160-62-4199","3","2013-10-05_04-00-00","1","2","0","213","0","0","0","0","0"
"1","672-31-9824","3","2013-10-05_04-00-00","1","2","0","276","0","0","0","0","0"
"1","322-30-7783","3","2013-10-05_04-00-00","1","2","0","225","0","0","0","0","0"
"1","787-85-5646","3","2013-10-05_04-00-00","1","325","0","366","0","0","0","0","0"
"1","135-08-9268","3","2013-10-05_04-00-00","1","101","0","239","0","0","0","0","0"
"1","453-28-8373","3","2013-10-05_04-00-00","1","325","0","276","0","0","0","0","0"
"1","887-26-8890","3","2013-10-05_04-00-00","1","325","0","276","0","0","0","0","0"
"1","403-51-8254","3","2013-10-05_04-00-00","1","101","0","362","0","0","0","0","0"
"1","103-88-5041","3","2013-10-05_04-00-00","1","2","0","377","0","0","0","0","0"
"1","757-34-2481","3","2013-10-05_04-00-00","1","325","0","366","0","0","0","0","0"
"1","515-47-4731","3","2013-10-05_04-00-00","1","325","0","353","0","0","0","0","0"
"1","867-19-0274","3","2013-10-05_04-00-00","1","2","0","238","0","0","0","0","0"
"1","483-25-8650","3","2013-10-05_04-00-00","1","101","0","340","0","0","0","0","0"
"1","661-03-6238","3","2013-10-05_04-00-00","1","101","0","340","0","0","0","0","0"
"1","399-86-6521","3","2013-10-05_04-00-00","1","101","0","264","0","0","0","0","0"
"1","685-22-2726","3","2013-10-05_04-00-00","1","101","0","315","0","0","0","0","0"
"1","064-92-8308","3","2013-10-05_04-00-00","1","666","0","225","0","0","0","0","0"
"1","267-65-3750","3","2013-10-05_04-00-00","1","697","0","225","0","0","0","0","0"
"1","100-95-6994","3","2013-10-05_04-00-00","1","325","0","362","0","0","0","0","0"
"1","900-67-9549","1","2013-10-05_04-00-00","1","70","0","340","0","0","0","0","0"
"1","491-58-3287","1","2013-10-05_04-00-00","1","370","0","225","0","0","0","0","0"
"1","799-22-4869","1","2013-10-05_04-00-00","1","336","0","238","0","0","0","0","0"
"1","223-40-3150","1","2013-10-05_04-00-00","1","0","0","264","0","0","0","0","0"
"1","088-02-2548","1","2013-10-05_04-00-00","1","113","0","264","0","0","0","0","0"
"1","700-51-1747","1","2013-10-05_04-00-00","1","107","0","225","0","0","0","0","0"
"1","328-18-0899","1","2013-10-05_04-00-00","1","0","0","340","0","0","0","0","0"
"1","930-86-7830","1","2013-10-05_04-00-00","1","113","0","276","0","0","0","0","0"
"1","543-14-8148","1","2013-10-05_04-00-00","1","107","0","225","0","0","0","0","0"
"1","604-66-3620","1","2013-10-05_04-00-00","1","113","0","340","0","0","0","0","0"
"1","257-84-6354","1","2013-10-05_04-00-00","1","107","0","238","0","0","0","0","0"
"1","414-78-3129","1","2013-10-05_04-00-00","1","436","0","213","0","0","0","0","0"
"1","302-62-7482","1","2013-10-05_04-00-00","1","0","0","302","0","0","0","0","0"
"1","094-94-2859","1","2013-10-05_04-00-00","1","107","0","213","0","0","0","0","0"
"1","047-31-0149","1","2013-10-05_04-00-00","1","72","0","276","0","0","0","0","0"
"1","357-98-6509","1","2013-10-05_04-00-00","1","70","0","289","0","0","0","0","0"
"1","533-11-5685","1","2013-10-05_04-00-00","1","107","0","213","0","0","0","0","0"
"1","788-47-2132","1","2013-10-05_04-00-00","1","113","0","340","0","0","0","0","0"
"1","151-42-2926","1","2013-10-05_04-00-00","1","336","0","213","0","0","0","0","0"
"1","251-65-8919","1","2013-10-05_04-00-00","1","336","0","213","0","0","0","0","0"
"1","473-26-9826","1","2013-10-05_04-00-00","1","70","0","289","0","0","0","0","0"
"1","913-82-2701","1","2013-10-05_04-00-00","1","70","0","264","0","0","0","0","0"
"1","392-57-2927","1","2013-10-05_04-00-00","1","436","0","213","0","0","0","0","0"
"1","984-50-1933","1","2013-10-05_04-00-00","1","107","0","238","0","0","0","0","0"
"1","286-31-2549","1","2013-10-05_04-00-00","1","107","0","315","0","0","0","0","0"
"1","474-90-4352","1","2013-10-05_04-00-00","1","0","0","225","0","0","0","0","0"
"1","023-67-7016","1","2013-10-05_04-00-00","1","336","0","251","0","0","0","0","0"
"1","381-44-0890","1","2013-10-05_04-00-00","1","107","0","302","0","0","0","0","0"
"1","134-45-0360","1","2013-10-05_04-00-00","1","336","0","238","0","0","0","0","0"
"1","782-28-1312","1","2013-10-05_04-00-00","1","0","0","225","0","0","0","0","0"
"1","133-49-4068","1","2013-10-05_04-00-00","1","436","0","213","0","0","0","0","0"
"1","977-47-7457","1","2013-10-05_04-00-00","1","305","0","213","0","0","0","0","0"
"1","308-27-1643","1","2013-10-05_04-00-00","1","107","0","213","0","0","0","0","0"
"1","373-60-1151","1","2013-10-05_04-00-00","1","0","0","347","0","0","0","0","0"
"1","625-51-3192","1","2013-10-05_04-00-00","1","70","0","276","0","0","0","0","0"
"1","570-04-5381","1","2013-10-05_04-00-00","1","70","0","264","0","0","0","0","0"
"1","443-78-9522","1","2013-10-05_04-00-00","1","72","0","307","0","0","0","0","0"
"1","392-95-3227","1","2013-10-05_04-00-00","1","336","0","213","0","0","0","0","0"
"1","962-92-7156","1","2013-10-05_04-00-00","1","107","0","238","0","0","0","0","0"
"1","054-37-2531","1","2013-10-05_04-00-00","1","148","0","302","0","0","0","0","0"
"1","219-31-2988","1","2013-10-05_04-00-00","1","427","0","213","0","0","0","0","0"
"1","262-70-7923","1","2013-10-05_04-00-00","1","436","0","213","0","0","0","0","0"
"1","761-97-3982","1","2013-10-05_04-00-00","1","72","0","239","0","0","0","0","0"
"1","157-31-6926","1","2013-10-05_04-00-00","1","0","0","302","0","0","0","0","0"
"1","292-82-1562","1","2013-10-05_04-00-00","1","0","0","361","0","0","0","0","0"
"1","350-09-6146","1","2013-10-05_04-00-00","1","70","0","315","0","0","0","0","0"
"1","393-70-0130","1","2013-10-05_04-00-00","1","0","0","366","0","0","0","0","0"
"1","432-53-4955","1","2013-10-05_04-00-00","1","347","0","213","0","0","0","0","0"
"1","477-74-8159","1","2013-10-05_04-00-00","1","107","0","264","0","0","0","0","0"
"1","952-69-6172","1","2013-10-05_04-00-00","1","148","0","251","0","0","0","0","0"
"1","350-62-2041","10","2013-05-08_04-00-00","2","38","0","266","0","0","0","0","0"
"1","255-29-5573","10","2013-05-06_04-00-00","1","85","0","239","0","0","0","0","0"
"1","777-81-2985","10","2013-05-07_04-00-00","2","38","0","315","0","0","0","0","0"
"1","197-90-8559","10","2013-05-07_04-00-00","2","85","0","252","0","0","0","0","0"
"1","712-79-6164","10","2013-05-07_04-00-00","2","85","0","315","0","0","0","0","0"
"1","191-07-0163","7","2013-09-03_04-00-00","1","147","0","239","0","0","0","0","0"
"1","191-07-0163","7","2013-09-05_04-00-00","2","147","0","239","0","0","0","0","0"
"1","191-07-0163","7","2013-09-06_04-00-00","2","147","0","239","0","0","0","0","0"
"1","191-07-0163","7","2013-09-07_04-00-00","2","147","0","239","0","0","0","0","0"
"1","191-07-0163","7","2013-09-09_04-00-00","2","147","0","239","0","0","0","0","0"
"1","191-07-0163","7","2013-09-10_04-00-00","2","147","0","239","0","0","0","0","0"
"1","191-07-0163","7","2013-09-11_04-00-00","2","147","0","239","0","0","0","0","0"
"1","191-07-0163","7","2013-09-12_04-00-00","2","147","0","239","0","0","0","0","0"
"1","191-07-0163","7","2013-09-13_04-00-00","2","147","0","239","0","0","0","0","0"
"1","191-07-0163","7","2013-09-16_04-00-00","2","147","0","239","0","0","0","0","0"
"1","191-07-0163","7","2013-09-17_04-00-00","2","147","0","239","0","0","0","0","0"
"1","191-07-0163","7","2013-09-18_04-00-00","2","147","0","239","0","0","0","0","0"
"1","191-07-0163","7","2013-09-20_04-00-00","2","147","0","239","0","0","0","0","0"
"1","191-07-0163","7","2013-09-21_04-00-00","2","147","0","239","0","0","0","0","0"
"1","191-07-0163","7","2013-09-23_04-00-00","2","147","0","239","0","0","0","0","0"
"1","191-07-0163","7","2013-09-26_04-00-00","2","147","0","239","0","0","0","0","0"
"1","556-04-0518","7","2013-09-03_04-00-00","2","105","0","266","0","0","0","0","0"
"1","556-04-0518","7","2013-09-04_04-00-00","2","105","0","266","0","0","0","0","0"
"1","556-04-0518","7","2013-09-05_04-00-00","2","105","0","266","0","0","0","0","0"
"1","556-04-0518","7","2013-09-06_04-00-00","2","105","0","266","0","0","0","0","0"
"1","556-04-0518","7","2013-09-09_04-00-00","2","105","0","266","0","0","0","0","0"
"1","556-04-0518","7","2013-09-10_04-00-00","2","105","0","266","0","0","0","0","0"
"1","556-04-0518","7","2013-09-12_04-00-00","2","105","0","266","0","0","0","0","0"
"1","556-04-0518","7","2013-09-13_04-00-00","2","105","0","266","0","0","0","0","0"
"1","556-04-0518","7","2013-09-14_04-00-00","2","105","0","266","0","0","0","0","0"
"1","556-04-0518","7","2013-09-16_04-00-00","2","105","0","266","0","0","0","0","0"
"1","556-04-0518","7","2013-09-18_04-00-00","2","105","0","266","0","0","0","0","0"
"1","556-04-0518","7","2013-09-19_04-00-00","2","105","0","266","0","0","0","0","0"
"1","556-04-0518","7","2013-09-20_04-00-00","2","105","0","266","0","0","0","0","0"
"1","556-04-0518","7","2013-09-21_04-00-00","2","105","0","266","0","0","0","0","0"
"1","556-04-0518","7","2013-09-23_04-00-00","2","105","0","266","0","0","0","0","0"
"1","556-04-0518","7","2013-09-25_04-00-00","2","105","0","266","0","0","0","0","0"
"1","128-58-1333","7","2013-09-03_04-00-00","2","6","0","225","0","0","0","0","0"
"1","128-58-1333","7","2013-09-04_04-00-00","2","6","0","225","0","0","0","0","0"
"1","128-58-1333","7","2013-09-06_04-00-00","2","6","0","225","0","0","0","0","0"
"1","128-58-1333","7","2013-09-07_04-00-00","2","6","0","225","0","0","0","0","0"
"1","128-58-1333","7","2013-09-09_04-00-00","2","6","0","225","0","0","0","0","0"
"1","128-58-1333","7","2013-09-10_04-00-00","2","6","0","225","0","0","0","0","0"
"1","128-58-1333","7","2013-09-12_04-00-00","2","6","0","225","0","0","0","0","0"
"1","128-58-1333","7","2013-09-13_04-00-00","2","6","0","225","0","0","0","0","0"
"1","128-58-1333","7","2013-09-14_04-00-00","2","6","0","225","0","0","0","0","0"
"1","128-58-1333","7","2013-09-16_04-00-00","2","6","0","225","0","0","0","0","0"
"1","128-58-1333","7","2013-09-17_04-00-00","2","6","0","225","0","0","0","0","0"
"1","128-58-1333","7","2013-09-19_04-00-00","2","6","0","225","0","0","0","0","0"
"1","128-58-1333","7","2013-09-20_04-00-00","2","6","0","225","0","0","0","0","0"
"1","128-58-1333","7","2013-09-21_04-00-00","2","6","0","225","0","0","0","0","0"
"1","128-58-1333","7","2013-09-23_04-00-00","2","6","0","225","0","0","0","0","0"
"1","128-58-1333","7","2013-09-24_04-00-00","2","6","0","225","0","0","0","0","0"
"1","533-11-5685","7","2013-09-03_04-00-00","2","767","0","213","0","0","0","0","0"
"1","533-11-5685","7","2013-09-04_04-00-00","2","767","0","213","0","0","0","0","0"
"1","533-11-5685","7","2013-09-05_04-00-00","2","767","0","213","0","0","0","0","0"
"1","533-11-5685","7","2013-09-06_04-00-00","2","767","0","213","0","0","0","0","0"
"1","533-11-5685","7","2013-09-09_04-00-00","2","767","0","213","0","0","0","0","0"
"1","533-11-5685","7","2013-09-10_04-00-00","2","767","0","213","0","0","0","0","0"
"1","533-11-5685","7","2013-09-11_04-00-00","2","767","0","213","0","0","0","0","0"
"1","533-11-5685","7","2013-09-12_04-00-00","2","767","0","213","0","0","0","0","0"
"1","533-11-5685","7","2013-09-14_04-00-00","2","767","0","213","0","0","0","0","0"
"1","533-11-5685","7","2013-09-16_04-00-00","2","767","0","213","0","0","0","0","0"
"1","533-11-5685","7","2013-09-17_04-00-00","2","767","0","213","0","0","0","0","0"
"1","533-11-5685","7","2013-09-18_04-00-00","2","767","0","213","0","0","0","0","0"
"1","533-11-5685","7","2013-09-19_04-00-00","2","767","0","213","0","0","0","0","0"
"1","533-11-5685","7","2013-09-20_04-00-00","2","767","0","213","0","0","0","0","0"
"1","533-11-5685","7","2013-09-21_04-00-00","2","767","0","213","0","0","0","0","0"
"1","533-11-5685","7","2013-09-27_04-00-00","2","767","0","213","0","0","0","0","0"
"1","046-34-0831","7","2013-09-03_04-00-00","2","6","0","264","0","0","0","0","0"
